week,logmove,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,deal,feat,profit
1991-01-05,10.44488118,0.03109375,0.045729167,0.04296875,0.03671875,0.0353125,0.0390625,0.0353125,0.03125,0.03109375,0.02171875,0.025703125,1,1,5.968472998
1991-01-12,8.743850562,0.05296875,0.049479167,0.04296875,0.03109375,0.03109375,0.0390625,0.0353125,0.03421875,0.03109375,0.02171875,0.025703125,0,0,37.61704082
1991-01-19,9.064157862,0.042428945,0.049479167,0.04296875,0.026344338,0.030346937,0.0390625,0.033391176,0.03421875,0.03109375,0.02484375,0.028203125,1,1,22.01340741
1991-01-26,8.392989588,0.051092281,0.049479167,0.04296875,0.027144913,0.028954346,0.038244831,0.03109375,0.0334375,0.03109375,0.02484375,0.028828125,0,0,35.18463768
1991-02-02,8.435549202,0.046451932,0.049479167,0.03109375,0.035910552,0.02796875,0.036354167,0.031809571,0.03140625,0.0353125,0.0246875,0.028828125,0,0,28.68
1991-02-09,8.764053269,0.0459375,0.049479167,0.04296875,0.03515625,0.02938316,0.038441949,0.0353125,0.031875,0.0353125,0.02328125,0.028828125,1,0,27.89
1991-02-16,8.462948177,0.0459375,0.04883754,0.04296875,0.03515625,0.02640625,0.037395833,0.0333074,0.03296875,0.0353125,0.02453125,0.026171875,1,0,28.09959459
1991-02-23,8.764053269,0.0459375,0.0478125,0.04046875,0.03515625,0.035033232,0.037395833,0.03109375,0.03109375,0.03390625,0.02953125,0.023359375,1,0,28.1391
1991-03-02,8.51559191,0.0459375,0.048338392,0.04296875,0.03515625,0.02328125,0.037395833,0.032643603,0.03140625,0.03109375,0.02828125,0.02453125,1,0,28.01051282
1991-03-09,9.093357017,0.04625,0.049479167,0.04296875,0.03078125,0.03446185,0.037395833,0.032410899,0.03421875,0.03171875,0.02640625,0.028828125,1,0,29.04848921
1991-03-16,8.929567708,0.04671875,0.049479167,0.04296875,0.031082241,0.032256997,0.038125,0.03109375,0.03390625,0.03109375,0.02703125,0.029375,0,0,36.07355932
1991-03-23,10.54744449,0.03109375,0.049479167,0.04296875,0.033520165,0.03109375,0.0390625,0.03109375,0.03265625,0.0209375,0.02953125,0.025703125,1,1,13.26714286
1991-03-30,8.921057018,0.040938724,0.049479167,0.04296875,0.03109375,0.03109375,0.0390625,0.03109375,0.033125,0.02265625,0.0234375,0.03046875,1,0,35.98905983
1991-04-06,8.476371197,0.04671875,0.0415625,0.04296875,0.03109375,0.031709834,0.037395833,0.030399504,0.0328125,0.025,0.02484375,0.030859375,0,0,43.96933333
1991-04-13,8.476371197,0.04671875,0.043781998,0.04296875,0.029148716,0.0353125,0.03756872,0.02990735,0.03109375,0.03109375,0.02484375,0.0278125,0,0,43.98133333
1991-04-20,8.912473275,0.042281927,0.049479167,0.04296875,0.02640625,0.033058946,0.0384375,0.03209864,0.03109375,0.03109375,0.0253125,0.023359375,0,0,38.10241379
1991-04-27,9.351839934,0.03734375,0.049479167,0.04296875,0.027101585,0.03109375,0.0384375,0.0353125,0.03109375,0.03109375,0.02640625,0.023359375,1,0,29.89222222
1991-05-04,9.384629757,0.036672312,0.049479167,0.041306588,0.025690906,0.03109375,0.0384375,0.036460162,0.03109375,0.02796875,0.02640625,0.0246875,1,0,28.18129032
1991-05-11,8.877381955,0.03578125,0.049479167,0.03890625,0.02328125,0.033376057,0.0384375,0.03875,0.031875,0.02875,0.0275,0.030859375,1,0,24.66375
1991-05-18,9.264828557,0.037967511,0.049479167,0.043218843,0.02377719,0.03890625,0.0384375,0.034236018,0.03453125,0.031875,0.02796875,0.030859375,1,0,25.954
1991-05-25,8.624791202,0.04671875,0.0415625,0.0490625,0.03671875,0.03890625,0.038504529,0.03109375,0.03546875,0.02796875,0.02421875,0.030859375,0,0,39.80655172
1991-06-01,8.489616424,0.04671875,0.0415625,0.0484375,0.025778618,0.039548227,0.038866942,0.03190784,0.03265625,0.02796875,0.02015625,0.03,0,0,39.80631579
1991-06-08,9.00307017,0.04671875,0.043101495,0.0484375,0.02328125,0.034536523,0.0384375,0.03875,0.033125,0.02796875,0.02109375,0.028828125,0,0,42.22322835
1991-06-15,10.31374118,0.03109375,0.049479167,0.048542114,0.025062231,0.03109375,0.0384375,0.03939454,0.03671875,0.01546875,0.0184375,0.028828125,1,1,19.71218684
1991-06-22,8.589699882,0.04671875,0.049479167,0.04921875,0.03671875,0.03109375,0.038591079,0.036372575,0.03671875,0.02796875,0.02640625,0.029609375,0,0,46.5625
1991-06-29,10.74229231,0.03109375,0.049479167,0.04921875,0.03671875,0.03389521,0.041614828,0.03109375,0.03609375,0.0265625,0.025625,0.030859375,1,1,19.70936376
1991-07-06,9.596962392,0.02796875,0.049479167,0.04921875,0.03671875,0.035645865,0.047395833,0.032861746,0.0353125,0.024375,0.0215625,0.030859375,1,0,10.7406087
1991-07-13,9.996613531,0.02796875,0.049479167,0.04680744,0.039689016,0.03109375,0.04669715,0.033450245,0.03671875,0.02484375,0.023125,0.025703125,1,0,3.115772595
1991-07-20,8.868413285,0.035082831,0.049479167,0.04359375,0.036660715,0.032969782,0.045729167,0.03109375,0.03671875,0.02265625,0.02484375,0.02609375,1,0,5.402972973
1991-07-27,9.442086812,0.045570674,0.049479167,0.044728073,0.03109375,0.038607347,0.046390994,0.033432308,0.0365625,0.02015625,0.02609375,0.029609375,0,0,27.30116751
1991-08-03,9.346268889,0.0390625,0.047998169,0.047872144,0.032666349,0.03109375,0.047395833,0.03984375,0.03515625,0.0209375,0.02953125,0.029609375,1,1,15.2
1991-08-10,8.66974259,0.041200795,0.045729167,0.04640625,0.044208377,0.034751091,0.047395833,0.03496195,0.03515625,0.02640625,0.02171875,0.023359375,1,0,19.58945055
1991-08-17,8.754002934,0.04671875,0.046065967,0.04609375,0.04515625,0.0415625,0.047395833,0.03109375,0.03515625,0.0265625,0.02015625,0.030859375,0,0,29.09
1991-08-24,8.793612072,0.040825793,0.049479167,0.04609375,0.041557506,0.03109375,0.035520833,0.03274057,0.0353125,0.02796875,0.02203125,0.030859375,0,0,18.85728155
1991-08-31,10.04220547,0.035,0.037083333,0.04609375,0.03375,0.0415625,0.047395833,0.04046875,0.03671875,0.02796875,0.02953125,0.030859375,1,1,5.35
1991-09-07,8.831711918,0.04671875,0.049479167,0.04515625,0.04515625,0.0415625,0.047395833,0.03109375,0.0334375,0.02796875,0.03,0.030234375,0,0,29.09
1991-09-14,8.624791202,0.04671875,0.049479167,0.045438016,0.04515625,0.0415625,0.047395833,0.03109375,0.03109375,0.02796875,0.03109375,0.029609375,0,0,29.09
1991-09-21,8.565602331,0.04671875,0.049479167,0.04671875,0.04515625,0.03109375,0.035520833,0.04046875,0.03671875,0.02796875,0.02625,0.029453125,0,0,29.09
1991-09-28,8.793612072,0.04671875,0.049479167,0.04515625,0.040224796,0.041686143,0.047395833,0.04046875,0.03671875,0.02796875,0.02640625,0.030078125,0,0,29.09
1991-10-05,10.56576307,0.03890625,0.049479167,0.04515625,0.043997574,0.04203125,0.047395833,0.04046875,0.03671875,0.02796875,0.02671875,0.030625,1,1,14.85
1991-10-12,9.618468598,0.035142536,0.049479167,0.045717459,0.04515625,0.04203125,0.046403941,0.04046875,0.03671875,0.02796875,0.03109375,0.030390625,1,0,5.692851064
1991-10-19,10.64808802,0.03109375,0.049479167,0.04671875,0.04515625,0.04203125,0.0446875,0.04046875,0.0371875,0.02796875,0.03109375,0.0303125,1,1,6.53
1991-10-26,8.68067166,0.04671875,0.046770833,0.04549042,0.03109375,0.038361529,0.046026579,0.04046875,0.03890625,0.02796875,0.03109375,0.029609375,1,1,29.09
1991-11-02,9.252633284,0.04203125,0.047580526,0.04203125,0.032325667,0.03109375,0.047395833,0.04046875,0.03890625,0.02796875,0.0271875,0.029609375,1,0,21.18
1991-11-09,8.68067166,0.04671875,0.049479167,0.043523578,0.02953125,0.036796629,0.046894857,0.04046875,0.03890625,0.02796875,0.02234375,0.029609375,0,0,29.09
1991-11-16,8.565602331,0.04671875,0.049479167,0.04586174,0.04515625,0.04203125,0.045729167,0.04046875,0.03890625,0.02796875,0.029375,0.029609375,0,0,29.09
1991-11-23,8.449342525,0.04671875,0.0415625,0.04359375,0.04515625,0.03578125,0.047395833,0.04046875,0.03890625,0.02796875,0.02640625,0.029609375,0,0,29.09
1991-11-30,8.702177866,0.046316618,0.049019662,0.046125508,0.04515625,0.04175617,0.047241048,0.039912844,0.0346875,0.0275,0.02328125,0.02921875,0,0,28.47212766
1991-12-07,8.886270902,0.04515625,0.047395833,0.04515625,0.04046875,0.04140625,0.046770833,0.03890625,0.03265625,0.02640625,0.02953125,0.028046875,1,0.539823009,26.64
1991-12-14,8.462948177,0.04671875,0.049479167,0.04671875,0.040001551,0.03109375,0.046770833,0.04046875,0.03890625,0.02796875,0.030625,0.029609375,0,0,31.98459459
1991-12-21,9.14931567,0.04359375,0.048009137,0.044558114,0.03109375,0.030255606,0.046943505,0.04046875,0.03109375,0.02796875,0.02125,0.028671875,1,1,35.43428571
1991-12-28,8.903815212,0.041965008,0.046041667,0.0434375,0.03109375,0.02640625,0.043108616,0.037095224,0.03109375,0.02703125,0.02046875,0.0275,0,0,26.85434783
1992-01-04,9.592605087,0.03890625,0.046041667,0.0434375,0.031966613,0.027684499,0.040208333,0.03328125,0.03109375,0.02609375,0.0296875,0.0275,1,1,24.35152838
1992-01-11,8.938006577,0.041559148,0.046041667,0.0434375,0.041084629,0.027096933,0.040208333,0.03328125,0.0353125,0.02796875,0.02890625,0.0275,1,0,36.83689076
1992-01-18,8.841014311,0.045396546,0.046041667,0.0434375,0.026105834,0.040526044,0.0388992,0.03328125,0.03109375,0.02484375,0.0278125,0.0275,0,0,37.80925926
1992-01-25,8.691482577,0.0434375,0.046041667,0.0434375,0.024147025,0.037385259,0.036354167,0.03328125,0.03109375,0.0253125,0.02328125,0.0275,1,1,32.91548387
1992-02-01,8.253227646,0.0434375,0.0415625,0.0434375,0.030725084,0.03421875,0.03794633,0.03328125,0.03390625,0.02796875,0.0271875,0.0275,0,0,34.95166667
